"ccode.year","country","country.series","unit","series","ccode","year","value","country.year","population"
"VNM.1983","Vietnam","Vietnam","Billion Kwh","consumption","VNM","1983",3.95,"Vietnam.1983",NA
"VNM.1983","Vietnam","Vietnam","Billion Kwh","exports","VNM","1983",0,"Vietnam.1983",NA
"VNM.1983","Vietnam","Vietnam","Billion Kwh","imports","VNM","1983",0,"Vietnam.1983",NA
"VNM.1984","Vietnam","Vietnam","Billion Kwh","exports","VNM","1984",0,"Vietnam.1984",NA
"VNM.1984","Vietnam","Vietnam","Billion Kwh","imports","VNM","1984",0,"Vietnam.1984",NA
"VNM.1984","Vietnam","Vietnam","Billion Kwh","net imports","VNM","1984",0,"Vietnam.1984",NA
"VNM.1984","Vietnam","Vietnam","Billion Kwh","consumption","VNM","1984",4.026,"Vietnam.1984",NA
"VNM.1984","Vietnam","Vietnam","Billion Kwh","generation","VNM","1984",4.938,"Vietnam.1984",NA
"VNM.1984","Vietnam","Vietnam","Billion Kwh","distribution losses","VNM","1984",0.912,"Vietnam.1984",NA
"VNM.1984","Vietnam","Vietnam","Million Kw","capacity","VNM","1984",1.45,"Vietnam.1984",NA
"VNM.1985","Vietnam","Vietnam","Billion Kwh","exports","VNM","1985",0,"Vietnam.1985",NA
"VNM.1985","Vietnam","Vietnam","Billion Kwh","imports","VNM","1985",0,"Vietnam.1985",NA
"VNM.1985","Vietnam","Vietnam","Billion Kwh","net imports","VNM","1985",0,"Vietnam.1985",NA
"VNM.1985","Vietnam","Vietnam","Billion Kwh","generation","VNM","1985",5.176,"Vietnam.1985",NA
"VNM.1985","Vietnam","Vietnam","Billion Kwh","consumption","VNM","1985",4.248,"Vietnam.1985",NA
"VNM.1985","Vietnam","Vietnam","Billion Kwh","distribution losses","VNM","1985",0.928,"Vietnam.1985",NA
"VNM.1985","Vietnam","Vietnam","Million Kw","capacity","VNM","1985",1.55,"Vietnam.1985",NA
"VNM.1986","Vietnam","Vietnam","Billion Kwh","exports","VNM","1986",0,"Vietnam.1986",NA
"VNM.1986","Vietnam","Vietnam","Billion Kwh","imports","VNM","1986",0,"Vietnam.1986",NA
"VNM.1986","Vietnam","Vietnam","Billion Kwh","net imports","VNM","1986",0,"Vietnam.1986",NA
"VNM.1986","Vietnam","Vietnam","Billion Kwh","generation","VNM","1986",5.344,"Vietnam.1986",NA
"VNM.1986","Vietnam","Vietnam","Billion Kwh","consumption","VNM","1986",4.24,"Vietnam.1986",NA
"VNM.1986","Vietnam","Vietnam","Billion Kwh","distribution losses","VNM","1986",1.104,"Vietnam.1986",NA
"VNM.1986","Vietnam","Vietnam","Million Kw","capacity","VNM","1986",1.65,"Vietnam.1986",NA
"VNM.1987","Vietnam","Vietnam","Billion Kwh","exports","VNM","1987",0,"Vietnam.1987",NA
"VNM.1987","Vietnam","Vietnam","Billion Kwh","imports","VNM","1987",0,"Vietnam.1987",NA
"VNM.1987","Vietnam","Vietnam","Billion Kwh","net imports","VNM","1987",0,"Vietnam.1987",NA
"VNM.1987","Vietnam","Vietnam","Billion Kwh","generation","VNM","1987",5.606,"Vietnam.1987",NA
"VNM.1987","Vietnam","Vietnam","Billion Kwh","consumption","VNM","1987",4.504,"Vietnam.1987",NA
"VNM.1987","Vietnam","Vietnam","Billion Kwh","distribution losses","VNM","1987",1.102,"Vietnam.1987",NA
"VNM.1987","Vietnam","Vietnam","Million Kw","capacity","VNM","1987",1.75,"Vietnam.1987",NA
"VNM.1988","Vietnam","Vietnam","Billion Kwh","exports","VNM","1988",0,"Vietnam.1988",NA
"VNM.1988","Vietnam","Vietnam","Billion Kwh","imports","VNM","1988",0,"Vietnam.1988",NA
"VNM.1988","Vietnam","Vietnam","Billion Kwh","distribution losses","VNM","1988",1.27,"Vietnam.1988",NA
"VNM.1988","Vietnam","Vietnam","Million Kw","capacity","VNM","1988",1.85,"Vietnam.1988",NA
"VNM.1988","Vietnam","Vietnam","Billion Kwh","net imports","VNM","1988",0,"Vietnam.1988",NA
"VNM.1988","Vietnam","Vietnam","Billion Kwh","generation","VNM","1988",6.277,"Vietnam.1988",NA
"VNM.1988","Vietnam","Vietnam","Billion Kwh","consumption","VNM","1988",5.007,"Vietnam.1988",NA
"VNM.1989","Vietnam","Vietnam","Billion Kwh","exports","VNM","1989",0,"Vietnam.1989",NA
"VNM.1989","Vietnam","Vietnam","Billion Kwh","imports","VNM","1989",0,"Vietnam.1989",NA
"VNM.1989","Vietnam","Vietnam","Billion Kwh","distribution losses","VNM","1989",1.685,"Vietnam.1989",NA
"VNM.1989","Vietnam","Vietnam","Million Kw","capacity","VNM","1989",1.95,"Vietnam.1989",NA
"VNM.1989","Vietnam","Vietnam","Billion Kwh","net imports","VNM","1989",0,"Vietnam.1989",NA
"VNM.1989","Vietnam","Vietnam","Billion Kwh","generation","VNM","1989",7.507,"Vietnam.1989",NA
"VNM.1989","Vietnam","Vietnam","Billion Kwh","consumption","VNM","1989",5.822,"Vietnam.1989",NA
"VNM.1990","Vietnam","Vietnam","Billion Kwh","generation","VNM","1990",8.468,"Vietnam.1990",68209605
"VNM.1990","Vietnam","Vietnam","Billion Kwh","consumption","VNM","1990",6.263,"Vietnam.1990",68209605
"VNM.1990","Vietnam","Vietnam","Billion Kwh","exports","VNM","1990",0,"Vietnam.1990",68209605
"VNM.1990","Vietnam","Vietnam","Million Kw","capacity","VNM","1990",2.155,"Vietnam.1990",68209605
"VNM.1990","Vietnam","Vietnam","Billion Kwh","net imports","VNM","1990",0,"Vietnam.1990",68209605
"VNM.1990","Vietnam","Vietnam","Billion Kwh","distribution losses","VNM","1990",2.205,"Vietnam.1990",68209605
"VNM.1990","Vietnam","Vietnam","Billion Kwh","imports","VNM","1990",0,"Vietnam.1990",68209605
"VNM.1991","Vietnam","Vietnam","Billion Kwh","exports","VNM","1991",0,"Vietnam.1991",NA
"VNM.1991","Vietnam","Vietnam","Billion Kwh","imports","VNM","1991",0,"Vietnam.1991",NA
"VNM.1991","Vietnam","Vietnam","Million Kw","capacity","VNM","1991",2.3,"Vietnam.1991",NA
"VNM.1991","Vietnam","Vietnam","Billion Kwh","distribution losses","VNM","1991",2.351,"Vietnam.1991",NA
"VNM.1991","Vietnam","Vietnam","Billion Kwh","net imports","VNM","1991",0,"Vietnam.1991",NA
"VNM.1991","Vietnam","Vietnam","Billion Kwh","consumption","VNM","1991",6.708,"Vietnam.1991",NA
"VNM.1991","Vietnam","Vietnam","Billion Kwh","generation","VNM","1991",9.059,"Vietnam.1991",NA
"VNM.1992","Vietnam","Vietnam","Billion Kwh","exports","VNM","1992",0,"Vietnam.1992",NA
"VNM.1992","Vietnam","Vietnam","Billion Kwh","imports","VNM","1992",0,"Vietnam.1992",NA
"VNM.1992","Vietnam","Vietnam","Billion Kwh","distribution losses","VNM","1992",2.486,"Vietnam.1992",NA
"VNM.1992","Vietnam","Vietnam","Million Kw","capacity","VNM","1992",2.935,"Vietnam.1992",NA
"VNM.1992","Vietnam","Vietnam","Billion Kwh","net imports","VNM","1992",0,"Vietnam.1992",NA
"VNM.1992","Vietnam","Vietnam","Billion Kwh","generation","VNM","1992",9.43,"Vietnam.1992",NA
"VNM.1992","Vietnam","Vietnam","Billion Kwh","consumption","VNM","1992",6.944,"Vietnam.1992",NA
"VNM.1993","Vietnam","Vietnam","Billion Kwh","exports","VNM","1993",0,"Vietnam.1993",NA
"VNM.1993","Vietnam","Vietnam","Billion Kwh","imports","VNM","1993",0,"Vietnam.1993",NA
"VNM.1993","Vietnam","Vietnam","Billion Kwh","distribution losses","VNM","1993",2.56,"Vietnam.1993",NA
"VNM.1993","Vietnam","Vietnam","Million Kw","capacity","VNM","1993",3.41,"Vietnam.1993",NA
"VNM.1993","Vietnam","Vietnam","Billion Kwh","net imports","VNM","1993",0,"Vietnam.1993",NA
"VNM.1993","Vietnam","Vietnam","Billion Kwh","generation","VNM","1993",10.417,"Vietnam.1993",NA
"VNM.1993","Vietnam","Vietnam","Billion Kwh","consumption","VNM","1993",7.857,"Vietnam.1993",NA
"VNM.1994","Vietnam","Vietnam","Billion Kwh","exports","VNM","1994",0,"Vietnam.1994",NA
"VNM.1994","Vietnam","Vietnam","Billion Kwh","imports","VNM","1994",0,"Vietnam.1994",NA
"VNM.1994","Vietnam","Vietnam","Billion Kwh","distribution losses","VNM","1994",2.764,"Vietnam.1994",NA
"VNM.1994","Vietnam","Vietnam","Million Kw","capacity","VNM","1994",4.05,"Vietnam.1994",NA
"VNM.1994","Vietnam","Vietnam","Billion Kwh","net imports","VNM","1994",0,"Vietnam.1994",NA
"VNM.1994","Vietnam","Vietnam","Billion Kwh","generation","VNM","1994",11.995,"Vietnam.1994",NA
"VNM.1994","Vietnam","Vietnam","Billion Kwh","consumption","VNM","1994",9.231,"Vietnam.1994",NA
"VNM.1995","Vietnam","Vietnam","Billion Kwh","distribution losses","VNM","1995",3.179,"Vietnam.1995",75198977
"VNM.1995","Vietnam","Vietnam","Billion Kwh","consumption","VNM","1995",11.135,"Vietnam.1995",75198977
"VNM.1995","Vietnam","Vietnam","Million Kw","capacity","VNM","1995",4.43,"Vietnam.1995",75198977
"VNM.1995","Vietnam","Vietnam","Billion Kwh","generation","VNM","1995",14.314,"Vietnam.1995",75198977
"VNM.1995","Vietnam","Vietnam","Billion Kwh","exports","VNM","1995",0,"Vietnam.1995",75198977
"VNM.1995","Vietnam","Vietnam","Billion Kwh","net imports","VNM","1995",0,"Vietnam.1995",75198977
"VNM.1995","Vietnam","Vietnam","Billion Kwh","imports","VNM","1995",0,"Vietnam.1995",75198977
"VNM.1996","Vietnam","Vietnam","Billion Kwh","exports","VNM","1996",0,"Vietnam.1996",NA
"VNM.1996","Vietnam","Vietnam","Billion Kwh","imports","VNM","1996",0,"Vietnam.1996",NA
"VNM.1996","Vietnam","Vietnam","Billion Kwh","distribution losses","VNM","1996",3.264,"Vietnam.1996",NA
"VNM.1996","Vietnam","Vietnam","Million Kw","capacity","VNM","1996",4.648,"Vietnam.1996",NA
"VNM.1996","Vietnam","Vietnam","Billion Kwh","net imports","VNM","1996",0,"Vietnam.1996",NA
"VNM.1996","Vietnam","Vietnam","Billion Kwh","generation","VNM","1996",16.528,"Vietnam.1996",NA
"VNM.1996","Vietnam","Vietnam","Billion Kwh","consumption","VNM","1996",13.264,"Vietnam.1996",NA
"VNM.1997","Vietnam","Vietnam","Billion Kwh","exports","VNM","1997",0,"Vietnam.1997",NA
"VNM.1997","Vietnam","Vietnam","Billion Kwh","imports","VNM","1997",0,"Vietnam.1997",NA
"VNM.1997","Vietnam","Vietnam","Billion Kwh","distribution losses","VNM","1997",3.482,"Vietnam.1997",NA
"VNM.1997","Vietnam","Vietnam","Million Kw","capacity","VNM","1997",4.895,"Vietnam.1997",NA
"VNM.1997","Vietnam","Vietnam","Billion Kwh","net imports","VNM","1997",0,"Vietnam.1997",NA
"VNM.1997","Vietnam","Vietnam","Billion Kwh","generation","VNM","1997",18.566,"Vietnam.1997",NA
"VNM.1997","Vietnam","Vietnam","Billion Kwh","consumption","VNM","1997",15.084,"Vietnam.1997",NA
"VNM.1998","Vietnam","Vietnam","Billion Kwh","exports","VNM","1998",0,"Vietnam.1998",NA
"VNM.1998","Vietnam","Vietnam","Billion Kwh","imports","VNM","1998",0,"Vietnam.1998",NA
"VNM.1998","Vietnam","Vietnam","Billion Kwh","distribution losses","VNM","1998",3.49,"Vietnam.1998",NA
"VNM.1998","Vietnam","Vietnam","Million Kw","capacity","VNM","1998",5.703,"Vietnam.1998",NA
"VNM.1998","Vietnam","Vietnam","Billion Kwh","net imports","VNM","1998",0,"Vietnam.1998",NA
"VNM.1998","Vietnam","Vietnam","Billion Kwh","generation","VNM","1998",20.923,"Vietnam.1998",NA
"VNM.1998","Vietnam","Vietnam","Billion Kwh","consumption","VNM","1998",17.433,"Vietnam.1998",NA
"VNM.1999","Vietnam","Vietnam","Billion Kwh","exports","VNM","1999",0,"Vietnam.1999",NA
"VNM.1999","Vietnam","Vietnam","Billion Kwh","imports","VNM","1999",0,"Vietnam.1999",NA
"VNM.1999","Vietnam","Vietnam","Billion Kwh","distribution losses","VNM","1999",3.539,"Vietnam.1999",NA
"VNM.1999","Vietnam","Vietnam","Million Kw","capacity","VNM","1999",5.643,"Vietnam.1999",NA
"VNM.1999","Vietnam","Vietnam","Billion Kwh","net imports","VNM","1999",0,"Vietnam.1999",NA
"VNM.1999","Vietnam","Vietnam","Billion Kwh","generation","VNM","1999",22.834,"Vietnam.1999",NA
"VNM.1999","Vietnam","Vietnam","Billion Kwh","consumption","VNM","1999",19.295,"Vietnam.1999",NA
"VNM.2000","Vietnam","Vietnam","Billion Kwh","imports","VNM","2000",0,"Vietnam.2000",80285562
"VNM.2000","Vietnam","Vietnam","Billion Kwh","consumption","VNM","2000",22.037,"Vietnam.2000",80285562
"VNM.2000","Vietnam","Vietnam","Million Kw","capacity","VNM","2000",6.379,"Vietnam.2000",80285562
"VNM.2000","Vietnam","Vietnam","Billion Kwh","distribution losses","VNM","2000",3.657,"Vietnam.2000",80285562
"VNM.2000","Vietnam","Vietnam","Billion Kwh","net imports","VNM","2000",0,"Vietnam.2000",80285562
"VNM.2000","Vietnam","Vietnam","Billion Kwh","exports","VNM","2000",0,"Vietnam.2000",80285562
"VNM.2000","Vietnam","Vietnam","Billion Kwh","generation","VNM","2000",25.694,"Vietnam.2000",80285562
"VNM.2001","Vietnam","Vietnam","Billion Kwh","net imports","VNM","2001",0,"Vietnam.2001",81139919
"VNM.2001","Vietnam","Vietnam","Billion Kwh","generation","VNM","2001",29.682,"Vietnam.2001",81139919
"VNM.2001","Vietnam","Vietnam","Billion Kwh","distribution losses","VNM","2001",4.243,"Vietnam.2001",81139919
"VNM.2001","Vietnam","Vietnam","Million Kw","capacity","VNM","2001",8.453,"Vietnam.2001",81139919
"VNM.2001","Vietnam","Vietnam","Billion Kwh","imports","VNM","2001",0,"Vietnam.2001",81139919
"VNM.2001","Vietnam","Vietnam","Billion Kwh","consumption","VNM","2001",25.439,"Vietnam.2001",81139919
"VNM.2001","Vietnam","Vietnam","Billion Kwh","exports","VNM","2001",0,"Vietnam.2001",81139919
"VNM.2002","Vietnam","Vietnam","Billion Kwh","distribution losses","VNM","2002",5.012,"Vietnam.2002",81956496
"VNM.2002","Vietnam","Vietnam","Million Kw","capacity","VNM","2002",8.699,"Vietnam.2002",81956496
"VNM.2002","Vietnam","Vietnam","Billion Kwh","imports","VNM","2002",0,"Vietnam.2002",81956496
"VNM.2002","Vietnam","Vietnam","Billion Kwh","net imports","VNM","2002",0,"Vietnam.2002",81956496
"VNM.2002","Vietnam","Vietnam","Billion Kwh","generation","VNM","2002",34.558,"Vietnam.2002",81956496
"VNM.2002","Vietnam","Vietnam","Billion Kwh","consumption","VNM","2002",29.546,"Vietnam.2002",81956496
"VNM.2002","Vietnam","Vietnam","Billion Kwh","exports","VNM","2002",0,"Vietnam.2002",81956496
"VNM.2003","Vietnam","Vietnam","Million Kw","capacity","VNM","2003",9.159,"Vietnam.2003",82747662
"VNM.2003","Vietnam","Vietnam","Billion Kwh","distribution losses","VNM","2003",5.272,"Vietnam.2003",82747662
"VNM.2003","Vietnam","Vietnam","Billion Kwh","consumption","VNM","2003",34.147,"Vietnam.2003",82747662
"VNM.2003","Vietnam","Vietnam","Billion Kwh","net imports","VNM","2003",0,"Vietnam.2003",82747662
"VNM.2003","Vietnam","Vietnam","Billion Kwh","exports","VNM","2003",0,"Vietnam.2003",82747662
"VNM.2003","Vietnam","Vietnam","Billion Kwh","generation","VNM","2003",39.419,"Vietnam.2003",82747662
"VNM.2003","Vietnam","Vietnam","Billion Kwh","imports","VNM","2003",0,"Vietnam.2003",82747662
"VNM.2004","Vietnam","Vietnam","Billion Kwh","distribution losses","VNM","2004",4.829,"Vietnam.2004",83527678
"VNM.2004","Vietnam","Vietnam","Million Kw","capacity","VNM","2004",11.73,"Vietnam.2004",83527678
"VNM.2004","Vietnam","Vietnam","Billion Kwh","generation","VNM","2004",44.15,"Vietnam.2004",83527678
"VNM.2004","Vietnam","Vietnam","Billion Kwh","net imports","VNM","2004",0,"Vietnam.2004",83527678
"VNM.2004","Vietnam","Vietnam","Billion Kwh","imports","VNM","2004",0,"Vietnam.2004",83527678
"VNM.2004","Vietnam","Vietnam","Billion Kwh","consumption","VNM","2004",39.321,"Vietnam.2004",83527678
"VNM.2004","Vietnam","Vietnam","Billion Kwh","exports","VNM","2004",0,"Vietnam.2004",83527678
"VNM.2005","Vietnam","Vietnam","Billion Kwh","distribution losses","VNM","2005",6.258,"Vietnam.2005",84308843
"VNM.2005","Vietnam","Vietnam","Billion Kwh","generation","VNM","2005",51.357,"Vietnam.2005",84308843
"VNM.2005","Vietnam","Vietnam","Million Kw","capacity","VNM","2005",12.385,"Vietnam.2005",84308843
"VNM.2005","Vietnam","Vietnam","Billion Kwh","exports","VNM","2005",0,"Vietnam.2005",84308843
"VNM.2005","Vietnam","Vietnam","Billion Kwh","net imports","VNM","2005",0.383,"Vietnam.2005",84308843
"VNM.2005","Vietnam","Vietnam","Billion Kwh","imports","VNM","2005",0.383,"Vietnam.2005",84308843
"VNM.2005","Vietnam","Vietnam","Billion Kwh","consumption","VNM","2005",45.482,"Vietnam.2005",84308843
"VNM.2006","Vietnam","Vietnam","Billion Kwh","distribution losses","VNM","2006",6.863,"Vietnam.2006",85094617
"VNM.2006","Vietnam","Vietnam","Billion Kwh","generation","VNM","2006",57.949,"Vietnam.2006",85094617
"VNM.2006","Vietnam","Vietnam","Million Kw","capacity","VNM","2006",12.96,"Vietnam.2006",85094617
"VNM.2006","Vietnam","Vietnam","Billion Kwh","consumption","VNM","2006",52.052,"Vietnam.2006",85094617
"VNM.2006","Vietnam","Vietnam","Billion Kwh","exports","VNM","2006",0,"Vietnam.2006",85094617
"VNM.2006","Vietnam","Vietnam","Billion Kwh","net imports","VNM","2006",0.966,"Vietnam.2006",85094617
"VNM.2006","Vietnam","Vietnam","Billion Kwh","imports","VNM","2006",0.966,"Vietnam.2006",85094617
"VNM.2007","Vietnam","Vietnam","Billion Kwh","net imports","VNM","2007",2.63,"Vietnam.2007",85889590
"VNM.2007","Vietnam","Vietnam","Million Kw","capacity","VNM","2007",13.35,"Vietnam.2007",85889590
"VNM.2007","Vietnam","Vietnam","Billion Kwh","exports","VNM","2007",0,"Vietnam.2007",85889590
"VNM.2007","Vietnam","Vietnam","Billion Kwh","generation","VNM","2007",63.63136,"Vietnam.2007",85889590
"VNM.2007","Vietnam","Vietnam","Billion Kwh","distribution losses","VNM","2007",7.445,"Vietnam.2007",85889590
"VNM.2007","Vietnam","Vietnam","Billion Kwh","imports","VNM","2007",2.63,"Vietnam.2007",85889590
"VNM.2007","Vietnam","Vietnam","Billion Kwh","consumption","VNM","2007",58.81636,"Vietnam.2007",85889590
"VNM.2008","Vietnam","Vietnam","Billion Kwh","generation","VNM","2008",70.2957,"Vietnam.2008",86707801
"VNM.2008","Vietnam","Vietnam","Million Kw","capacity","VNM","2008",15.016,"Vietnam.2008",86707801
"VNM.2008","Vietnam","Vietnam","Billion Kwh","imports","VNM","2008",3.22,"Vietnam.2008",86707801
"VNM.2008","Vietnam","Vietnam","Billion Kwh","distribution losses","VNM","2008",7.401,"Vietnam.2008",86707801
"VNM.2008","Vietnam","Vietnam","Billion Kwh","net imports","VNM","2008",3.22,"Vietnam.2008",86707801
"VNM.2008","Vietnam","Vietnam","Billion Kwh","consumption","VNM","2008",66.1147,"Vietnam.2008",86707801
"VNM.2008","Vietnam","Vietnam","Billion Kwh","exports","VNM","2008",0,"Vietnam.2008",86707801
"VNM.2009","Vietnam","Vietnam","Billion Kwh","net imports","VNM","2009",3.729,"Vietnam.2009",87565407
"VNM.2009","Vietnam","Vietnam","Billion Kwh","generation","VNM","2009",79.688,"Vietnam.2009",87565407
"VNM.2009","Vietnam","Vietnam","Billion Kwh","distribution losses","VNM","2009",7.985,"Vietnam.2009",87565407
"VNM.2009","Vietnam","Vietnam","Billion Kwh","consumption","VNM","2009",75.432,"Vietnam.2009",87565407
"VNM.2009","Vietnam","Vietnam","Million Kw","capacity","VNM","2009",17.007,"Vietnam.2009",87565407
"VNM.2009","Vietnam","Vietnam","Billion Kwh","exports","VNM","2009",0.373,"Vietnam.2009",87565407
"VNM.2009","Vietnam","Vietnam","Billion Kwh","imports","VNM","2009",4.102,"Vietnam.2009",87565407
"VNM.2010","Vietnam","Vietnam","Billion Kwh","generation","VNM","2010",90.59312,"Vietnam.2010",88472512
"VNM.2010","Vietnam","Vietnam","Billion Kwh","exports","VNM","2010",0.964,"Vietnam.2010",88472512
"VNM.2010","Vietnam","Vietnam","Million Kw","capacity","VNM","2010",18.449,"Vietnam.2010",88472512
"VNM.2010","Vietnam","Vietnam","Billion Kwh","imports","VNM","2010",5.599,"Vietnam.2010",88472512
"VNM.2010","Vietnam","Vietnam","Billion Kwh","consumption","VNM","2010",85.63112,"Vietnam.2010",88472512
"VNM.2010","Vietnam","Vietnam","Billion Kwh","distribution losses","VNM","2010",9.597,"Vietnam.2010",88472512
"VNM.2010","Vietnam","Vietnam","Billion Kwh","net imports","VNM","2010",4.635,"Vietnam.2010",88472512
"VNM.2011","Vietnam","Vietnam","Billion Kwh","generation","VNM","2011",99.8827,"Vietnam.2011",89436644
"VNM.2011","Vietnam","Vietnam","Billion Kwh","exports","VNM","2011",1.087,"Vietnam.2011",89436644
"VNM.2011","Vietnam","Vietnam","Million Kw","capacity","VNM","2011",22.19,"Vietnam.2011",89436644
"VNM.2011","Vietnam","Vietnam","Billion Kwh","distribution losses","VNM","2011",9.937,"Vietnam.2011",89436644
"VNM.2011","Vietnam","Vietnam","Billion Kwh","imports","VNM","2011",4.96,"Vietnam.2011",89436644
"VNM.2011","Vietnam","Vietnam","Billion Kwh","consumption","VNM","2011",93.8187,"Vietnam.2011",89436644
"VNM.2011","Vietnam","Vietnam","Billion Kwh","net imports","VNM","2011",3.873,"Vietnam.2011",89436644
"VNM.2012","Vietnam","Vietnam","Billion Kwh","net imports","VNM","2012",1.452,"Vietnam.2012",90451881
"VNM.2012","Vietnam","Vietnam","Billion Kwh","exports","VNM","2012",1.224,"Vietnam.2012",90451881
"VNM.2012","Vietnam","Vietnam","Billion Kwh","generation","VNM","2012",113.18482,"Vietnam.2012",90451881
"VNM.2012","Vietnam","Vietnam","Billion Kwh","distribution losses","VNM","2012",10.715,"Vietnam.2012",90451881
"VNM.2012","Vietnam","Vietnam","Billion Kwh","imports","VNM","2012",2.676,"Vietnam.2012",90451881
"VNM.2012","Vietnam","Vietnam","Billion Kwh","consumption","VNM","2012",103.92182,"Vietnam.2012",90451881
"VNM.2012","Vietnam","Vietnam","Million Kw","capacity","VNM","2012",27.078,"Vietnam.2012",90451881
